home_ownership,annual_income,tax_liens,number_of_open_accounts,years_of_credit_history,maximum_open_credit,number_of_credit_problems,months_since_last_delinquent,bankruptcies,purpose,term,current_loan_amount,current_credit_balance,monthly_debt,credit_score,credit_default,credit_score_outlier,annual_income_outlier,current_loan_amount_outlier,maximum_open_credit_outlier,current_credit_balance_outlier,annual_income_na,years_in_current_job_na,months_since_last_delinquent_na,bankruptcies_na,credit_score_na,monthly_debt_categories,years_in_current_job,years_of_credit_history_categories,home_ownership_have_mortgage,home_ownership_home_mortgage,home_ownership_own_home,home_ownership_rent,purpose_business_loan,purpose_buy_a_car,purpose_buy_house,purpose_debt_consolidation,purpose_educational_expenses,purpose_home_improvements,purpose_major_purchase,purpose_medical_bills,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_take_a_trip,purpose_vacation,purpose_wedding,term_long_term,term_short_term
Home Mortgage,-0.7535477328600344,-0.11095342154390785,0.5844983299302937,-0.8119698819679689,0.2751124134407552,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,0.002829760687826769,0.5536765299952625,-0.14912449080981466,0.5572629464400181,0,0,0,1,0,0,0,0,1,0,0,-0.7828677136193471,-1.6674679380145077,-0.7211203178198473,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,0.7503407175972221,-0.11095342154390785,0.7882225363842952,-0.41432599490079824,1.9334292928778596,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,2.648942949012345,1.5214502965498082,0.6056149858070738,0.28736309832469525,0,0,0,0,0,0,0,0,1,0,0,0.5803799882950024,-0.8192770261313791,-0.7211203178198473,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Rent,-1.2269223145812567,-0.11095342154390785,0.7882225363842952,0.23894610528098198,1.6586545961026224,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,0.002829760687826769,-0.8878312267757659,-0.46230657559640265,1.3219791827667662,0,0,0,1,0,0,0,0,1,0,0,-0.7828677136193471,-0.5365467221703363,0.003089963868537088,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Own Home,-0.7306369199373709,-0.11095342154390785,0.3807741234762923,1.5454903056445424,-0.8565034500232146,-0.3409788778582933,1.8626337146352776,-0.3370990397177327,debt consolidation,Short Term,-1.3018381215027883,-1.2187140116269268,-0.11441033201419284,-1.0171528342326985,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,1.1598351015959207,1.451510527245306,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.7039128905585282,-0.11095342154390785,-1.0452953217017178,-1.2522184712209077,-0.20194874675560667,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.7533217776644946,-0.26383441925958473,-0.9125005818130535,-0.7022696780981552,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-1.6674679380145077,-1.4453305995082317,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.7235777423656011,-0.11095342154390785,-0.6378469087937149,-0.8829777189442494,-0.2785961410398727,-0.3409788778582933,1.0237049872720976,-0.3370990397177327,debt consolidation,Short Term,-0.11340743784846505,0.07689667186054285,-0.7370012234574099,0.14058686754759483,0,0,0,0,0,0,1,0,0,0,1,-0.7828677136193471,-0.25381641820929346,-0.7211203178198473,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,0.5213901592985283,-0.11095342154390785,2.8254646009243096,0.45196961620982334,-0.2795143973491275,3.6705373322392743,-0.6983066109996929,5.428562985100957,debt consolidation,Long Term,0.042816383928086184,-0.04016618513037107,-0.2619874322081406,-2.8164851550015175,1,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-1.3847376340534647,0.7273002455569214,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Own Home,0.947524976822952,-0.11095342154390785,-0.23039849588571198,0.7786056663007136,-0.4014264261719523,-0.3409788778582933,0.8912425566358061,-0.3370990397177327,debt consolidation,Short Term,-0.9696218102803441,-0.6713715467197134,-0.16371449957898904,1.2769958747475458,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,1.1598351015959207,0.7273002455569214,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,0.379135125553132,-0.11095342154390785,-0.026674289431710546,-0.3717212927150301,0.4376437801788499,-0.3409788778582933,-0.3450734626362487,-0.3370990397177327,debt consolidation,Short Term,0.002829760687826769,0.025116917250511538,-0.9785748743998892,1.0970626426706638,0,0,0,1,0,0,0,0,0,0,0,-0.7828677136193471,0.31164418971279223,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,0.2957474084710762,-0.11095342154390785,-0.6378469087937149,-1.60725765610231,0.09810500606264402,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,1.9709033215482994,0.3568119335465356,1.1435167458889914,0.14058686754759483,0,0,0,0,0,0,1,0,1,0,1,0.5803799882950024,1.1598351015959207,-1.4453305995082317,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Home Mortgage,2.0039750202981224,-0.11095342154390785,0.9919467428382966,0.43776804881456705,2.8237057922388686,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,small business,Short Term,0.002829760687826769,-0.21784181369420397,1.6174404790118282,-0.4323698299828324,0,0,0,1,0,1,0,0,1,0,0,1.9436276902093517,1.1598351015959207,0.7273002455569214,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Home Mortgage,-0.8737428366936502,-0.11095342154390785,1.1956709492922981,0.3525586444430308,0.4159837342958403,-0.3409788778582933,0.3172386905452092,-0.3370990397177327,other,Short Term,-1.4123629452904716,0.9755292366711057,-0.3004748691337213,-1.062136142251919,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,-1.3847376340534647,0.003089963868537088,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Rent,-0.14337007150018444,-0.11095342154390785,-0.4341227023397134,-0.47113226448182266,-0.12249256846656134,-0.3409788778582933,0.9353967001812366,-0.3370990397177327,debt consolidation,Long Term,0.5402422749586006,0.1702017590892071,0.8785487705407671,-1.4669859144249033,1,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,-1.102007330092422,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Home Mortgage,1.6007510156963622,-0.11095342154390785,-0.4341227023397134,0.2531476726762383,-0.8999855870202788,-0.3409788778582933,0.3172386905452092,-0.3370990397177327,debt consolidation,Short Term,-0.7691110382055922,-0.6557360914060961,-0.23540678404820797,0.14058686754759483,0,0,0,0,0,0,1,0,0,0,1,-0.7828677136193471,-1.102007330092422,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,0.2957474084710762,-0.11095342154390785,0.5844983299302937,0.49457431839559174,1.571798352262524,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,1.970518217632663,1.9657408968899985,0.8140676398310251,-0.3584199978603268,1,0,0,0,0,0,1,0,1,0,1,0.5803799882950024,1.1598351015959207,0.7273002455569214,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Rent,-0.5658492434963702,-0.11095342154390785,-0.4341227023397134,0.5371790205813601,-0.2944225586052638,1.6647792271904904,2.745716585543888,2.545731972691612,debt consolidation,Short Term,0.22612584777107317,-0.35896702723919127,-0.023516254394738652,-0.11748667384828905,0,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,1.1598351015959207,0.7273002455569214,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-1.466682238536723,-0.11095342154390785,-1.0452953217017178,-1.0391949602920663,-0.9722577600663309,1.6647792271904904,-0.6983066109996929,-0.3370990397177327,buy a car,Short Term,-0.9888770060621704,-0.8064050244282265,-0.8377896748398674,0.5122796384207976,1,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,0.31164418971279223,-0.7211203178198473,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Have Mortgage,-0.308630460725009,-0.11095342154390785,0.1770499170222909,0.5229774531861038,-1.1671981730134176,-0.3409788778582933,-0.16845688845452658,-0.3370990397177327,take a trip,Short Term,-1.490282304220929,-1.3109022806189041,-0.5716477907401003,0.8721461025745615,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,-1.102007330092422,0.7273002455569214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Rent,-1.2589092129533386,-0.11095342154390785,-1.0452953217017178,1.801118518759152,-1.2474105623806728,-0.3409788778582933,0.36139283409063977,-0.3370990397177327,debt consolidation,Short Term,-1.3005544417839998,-1.104595493623642,-1.1876144827996118,0.28736309832469525,1,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,-0.25381641820929346,1.451510527245306,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.2730509451958658,-0.11095342154390785,0.9919467428382966,-0.7693651797822005,-0.4410734927009524,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.6689840201400951,-0.30089247893146986,-0.14853753643404327,0.14058686754759483,0,0,0,0,0,0,1,0,1,0,1,-0.7828677136193471,-0.25381641820929346,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.8072163909168377,-0.11095342154390785,-0.8415711152477163,-0.22970561876246917,-0.7406951249030832,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,0.15590856715334636,-0.8573725475933945,-1.3347723298680085,-1.2870526823480215,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,1.1598351015959207,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Rent,-1.0333306725125884,-0.11095342154390785,0.5844983299302937,3.263879960470529,-0.9383903067779342,-0.3409788778582933,-0.12430274490909606,-0.3370990397177327,debt consolidation,Long Term,0.03883697679984207,-0.5306524488971578,-0.7571253734838574,-3.311301543212943,1,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,-0.25381641820929346,2.8999310906220743,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Rent,-0.7657752368682785,-0.11095342154390785,-1.2490195281557193,-1.2380169038256517,-0.8624991235718781,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.2524299513932514,-0.415620170518402,-0.9087273036830946,-0.3584199978603268,1,0,0,0,0,0,1,0,1,0,1,-0.7828677136193471,-0.5365467221703363,-1.4453305995082317,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.12225556715605163,-0.11095342154390785,0.1770499170222909,-0.3717212927150301,0.5697106434804923,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,1.2395909857545342,1.1451840797169142,0.7069903915653027,-0.7472529861173758,1,1,0,0,0,0,0,0,1,0,0,0.5803799882950024,-0.8192770261313791,-0.7211203178198473,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Home Mortgage,1.7036133174564363,-0.11095342154390785,0.1770499170222909,-0.10189151220516404,-0.41012285357136513,5.676295437288058,-0.6983066109996929,8.3113939975103,debt consolidation,Short Term,0.16078655008474238,-0.8633627544992609,-0.5069151081550278,0.6022462544592386,1,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-1.102007330092422,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.282725800171461,-0.11095342154390785,-0.6378469087937149,-1.0675980950825785,-0.5613110541363127,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-1.1047932846687651,0.18959378483531686,0.931961618735963,0.46729633040157714,1,0,0,0,0,0,0,0,1,0,0,0.5803799882950024,-1.3847376340534647,-0.7211203178198473,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.12316947853811111,-0.11095342154390785,-0.4341227023397134,0.5229774531861038,1.0845823575873448,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.1804155191692208,1.0695450264140254,0.004406003766957146,1.0970626426706638,1,0,0,0,0,0,0,0,1,0,0,0.5803799882950024,-1.102007330092422,0.7273002455569214,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.4289765843677403,-0.11095342154390785,-0.6378469087937149,-1.0391949602920663,-0.10850266351967981,1.6647792271904904,2.215866862998722,2.545731972691612,debt consolidation,Short Term,0.1297215008900625,-0.850570109242665,-1.1307637589748978,0.14058686754759483,0,0,0,0,0,0,1,0,0,0,1,-0.7828677136193471,-0.5365467221703363,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,0.5010319954085136,-0.11095342154390785,-0.026674289431710546,0.2957523748620061,0.7274886834412682,-0.3409788778582933,-0.035994457818235,-0.3370990397177327,debt consolidation,Long Term,1.4172522588348522,1.119903375995546,1.0323308169928693,0.14058686754759483,0,0,0,0,0,0,1,0,0,0,1,0.5803799882950024,1.1598351015959207,0.003089963868537088,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Home Mortgage,-0.671516307773799,-0.11095342154390785,-0.4341227023397134,0.6649931271386648,0.3575394209656248,-0.3409788778582933,0.7587801259995145,-0.3370990397177327,debt consolidation,Short Term,-0.6711662756620355,0.0715156385383239,-0.11784820764371094,0.6472295624784591,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,-0.8192770261313791,0.7273002455569214,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Own Home,1.1056631601048303,-0.11095342154390785,0.5844983299302937,1.1762495533678843,0.9028756385089297,-0.3409788778582933,0.4497011211815008,-0.3370990397177327,medical bills,Short Term,-0.9092888634972881,-0.799501057146889,0.20841457466006788,0.14058686754759483,0,0,0,0,0,0,1,0,0,0,1,0.5803799882950024,1.1598351015959207,1.451510527245306,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Rent,-1.111233739286762,-0.11095342154390785,-0.026674289431710546,-0.8119698819679689,-0.43750849761796334,-0.3409788778582933,2.657408298453027,-0.3370990397177327,debt consolidation,Long Term,-0.13048037810835109,-0.2807897506711048,0.10745842202738999,-1.2870526823480215,1,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,0.8771047976348779,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Rent,-1.197141409200353,-0.11095342154390785,-0.4341227023397134,1.0484354468105792,1.0539017938428323,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.49440357838486937,0.04775786877607425,-0.048084487552026545,0.7371961785169,0,0,0,0,0,0,0,0,1,0,0,0.5803799882950024,-1.3847376340534647,0.7273002455569214,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,0.36073084116958937,-0.11095342154390785,-0.6378469087937149,-0.6983573428059201,-0.3122475340202093,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.5230296361138512,0.12867642647057415,0.24421879158212226,0.7371961785169,1,1,0,0,0,0,0,0,1,0,0,0.5803799882950024,-1.102007330092422,-0.7211203178198473,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,1.1250128700560207,-0.11095342154390785,-0.8415711152477163,0.054325729142652664,0.0646696733903673,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,2.049464520338151,0.8369422463913161,-0.3946391211324732,0.5122796384207976,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-1.102007330092422,0.003089963868537088,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-1.0593613898084893,-0.11095342154390785,1.1956709492922981,1.162047985972628,-1.004072640428158,-0.3409788778582933,1.4210922791809721,-0.3370990397177327,debt consolidation,Short Term,-0.27463761052829117,-0.7212222516481945,-0.8116282798054858,-1.062136142251919,1,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,-1.3847376340534647,1.451510527245306,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,0.2546540924795132,-0.11095342154390785,1.3993951557462996,2.2271655406168347,-0.09100177856682415,1.6647792271904904,0.8470884130903755,2.545731972691612,other,Short Term,-0.16051848352800022,-0.23337574007721337,0.45325839998184486,-0.25243659790595047,0,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,1.1598351015959207,2.1757208089336904,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Home Mortgage,-0.7037553196305869,-0.11095342154390785,-1.4527437346097205,-1.2806216060114197,-0.5221501233004474,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.49068090720038293,-0.09438263407499209,-0.41140924615451274,-0.4323698299828324,1,1,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-1.3847376340534647,-1.4453305995082317,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.577919176576673,-0.11095342154390785,-0.4341227023397134,-0.8971792863395054,-0.19600708828395813,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-1.0972195743279134,-0.6004028242247882,-0.2939345203751259,1.1870292587091047,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-1.102007330092422,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.7277376148632512,-0.11095342154390785,-1.4527437346097205,0.3809617792335429,-0.021592404602566333,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,0.7465296057679004,-0.12311532143702907,-0.9665842350091309,-2.9064517710399587,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-1.3847376340534647,0.7273002455569214,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Home Mortgage,1.6130730622613711,-0.11095342154390785,0.9919467428382966,2.724220399450798,0.45865564513767976,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,1.3442108828357908,1.819742294675832,2.1462863715818443,0.5572629464400181,0,0,0,0,0,0,0,0,1,0,0,1.9436276902093517,0.028913885751749396,2.8999310906220743,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.8681963400301168,-0.11095342154390785,-0.8415711152477163,2.2271655406168347,-0.9545408148054153,-0.3409788778582933,0.008159685727195526,-0.3370990397177327,debt consolidation,Short Term,-0.49401847446923286,-0.6737067121236953,0.19239910526402015,0.7821794865361205,1,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,-1.6674679380145077,2.1757208089336904,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.11963988975222623,-0.11095342154390785,-0.6378469087937149,-0.2013024839719571,0.3044966153369079,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,1.067963007352522,1.0579707283247242,-0.19004359586359107,-0.3584199978603268,1,0,0,0,0,0,1,0,1,0,1,-0.7828677136193471,1.1598351015959207,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Home Mortgage,-1.1412037297811952,-0.11095342154390785,0.9919467428382966,0.23894610528098198,-0.6789018767979386,-0.3409788778582933,-0.30091931909081815,-0.3370990397177327,home improvements,Short Term,-0.9525488700204581,-0.7203084912727235,-0.7676067016226321,0.7371961785169,1,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,-1.3847376340534647,0.003089963868537088,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.8366821544418589,-0.11095342154390785,-1.0452953217017178,0.011721026956884288,0.27856937836971435,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,0.002829760687826769,-0.16524982763930943,-1.1233010533400902,1.1870292587091047,0,0,0,1,0,0,0,0,1,0,0,-0.7828677136193471,0.5943744936738351,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,0.5101395950435202,-0.11095342154390785,-0.4341227023397134,-0.24390718615772497,-0.2292803757251899,-0.3409788778582933,0.7587801259995145,-0.3370990397177327,debt consolidation,Short Term,-0.2714284112313201,0.04207224866203159,0.563186569501314,0.917129410593782,0,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,-1.102007330092422,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.7135562313485351,-0.11095342154390785,1.603119362200301,1.8437232209449206,0.7055585621731836,-0.3409788778582933,0.05231382927262605,-0.3370990397177327,home improvements,Short Term,-1.02109736700376,0.017603776385526602,0.4973638287898088,0.19739648228625428,0,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,1.1598351015959207,1.451510527245306,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-1.2233296974241954,-0.11095342154390785,-0.4341227023397134,0.2815508074667503,-0.8186928961127239,1.6647792271904904,-0.6983066109996929,2.545731972691612,debt consolidation,Short Term,-1.1715446300457633,-0.659086546116157,-1.1482885396229292,0.15241317426703382,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,0.31164418971279223,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-1.0698556136093793,-0.11095342154390785,-1.0452953217017178,-0.11609307960042034,-1.0138493693678705,1.6647792271904904,-0.6983066109996929,2.545731972691612,debt consolidation,Short Term,-1.172571573820794,-1.1800314890653152,-1.4356446318755762,1.0520793346514434,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-0.25381641820929346,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.47199999881453814,-0.11095342154390785,-1.0452953217017178,0.04012416174739688,-0.608736291755471,-0.3409788778582933,0.14062211636348712,-0.3370990397177327,debt consolidation,Long Term,0.002829760687826769,0.09588258188422098,0.06586851197273198,-3.1763516191552816,0,0,0,1,0,0,0,0,0,0,0,0.5803799882950024,1.1598351015959207,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Home Mortgage,-0.7148167987720655,-0.11095342154390785,-1.8601921475177234,-0.25810875355298124,-1.4008133811032348,-0.3409788778582933,2.215866862998722,-0.3370990397177327,home improvements,Short Term,-1.3638398519202692,-1.3363860422014882,-1.535678427632042,-0.7922362941365962,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,1.1598351015959207,0.003089963868537088,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,2.5197046674499637,-0.11095342154390785,-0.4341227023397134,0.09693043132842104,1.2859505646992149,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,0.23126056664622688,2.870363668606428,0.984619811305167,-0.297419905925171,0,0,0,0,0,0,0,0,1,0,0,0.5803799882950024,0.028913885751749396,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Own Home,0.5905007682935779,-0.11095342154390785,-0.026674289431710546,-0.6273495058296397,0.1434776707552328,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,0.002829760687826769,0.6027150034788803,-0.009429349376225457,0.10742986624781334,0,0,0,1,0,0,0,0,1,0,0,0.5803799882950024,1.1598351015959207,-0.7211203178198473,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Home Mortgage,0.8043560316954962,-0.11095342154390785,-0.23039849588571198,-0.13029464699567664,0.4704849470039618,-0.3409788778582933,1.9509420017261385,-0.3370990397177327,small business,Long Term,-0.0745119423691758,-0.18626631627514567,0.8323470761050482,-1.6919024545210057,1,1,0,0,0,0,0,0,0,0,0,0.5803799882950024,1.1598351015959207,0.003089963868537088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Home Mortgage,0.8667541191602469,-0.11095342154390785,0.5844983299302937,0.04012416174739688,1.9826910431155274,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,other,Long Term,2.104919484189811,0.8195807992573644,0.18233703025079645,-0.4323698299828324,1,0,0,0,0,0,0,0,1,0,0,0.5803799882950024,-0.8192770261313791,0.003089963868537088,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Rent,-0.053964326986296704,-0.11095342154390785,0.1770499170222909,-0.11609307960042034,1.2190258842776465,-0.3409788778582933,0.7146259824540839,-0.3370990397177327,debt consolidation,Short Term,1.388754569077749,1.3916963232329063,0.5452425357277316,-0.5673197540404938,0,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,1.1598351015959207,0.003089963868537088,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-1.5745868099909182,-0.11095342154390785,-1.4527437346097205,0.8922182054627624,0.5741398797957211,-0.3409788778582933,0.4055469776360703,-0.3370990397177327,debt consolidation,Long Term,0.4892801901227002,-0.876053870825249,-1.4314521006200664,0.14058686754759483,0,0,0,0,0,0,1,0,0,0,1,-0.7828677136193471,-1.3847376340534647,0.7273002455569214,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Own Home,-0.3956726413197774,-0.11095342154390785,-0.026674289431710546,-1.3516294429877003,-0.09424268318772334,-0.3409788778582933,0.008159685727195526,-0.3370990397177327,debt consolidation,Short Term,-0.7430523399141872,-0.3785621108465168,-0.5904303307647846,0.14058686754759483,0,0,0,0,0,0,1,0,0,0,1,-0.7828677136193471,-1.102007330092422,-1.4453305995082317,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,0.04770043572142337,-0.11095342154390785,0.1770499170222909,-0.7977683145727129,-0.5575299987452637,-0.3409788778582933,0.5821635518177923,-0.3370990397177327,debt consolidation,Short Term,-0.5250835236639128,-0.7673163861441832,-0.5370174825695887,-0.3584199978603268,1,0,0,0,0,0,1,0,0,0,1,-0.7828677136193471,0.028913885751749396,-0.7211203178198473,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,0.00042915733903648123,-0.11095342154390785,-0.23039849588571198,-0.1728993491814445,-0.9117068587325309,1.6647792271904904,-0.6983066109996929,2.545731972691612,debt consolidation,Short Term,-0.5128885663354227,-0.7140136975750334,0.16162592584857763,0.3323464063439157,0,0,0,0,0,0,0,0,1,0,0,0.5803799882950024,1.1598351015959207,0.003089963868537088,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
